roll,mean,std,marginal,s1_prob,s2_prob,s3_ot_remaining,n_s3_ot_total,p1,p5,p10,p25,p50,p75,p90,p95,p99
540,6526.5789,336.3222,13.2942,1.000000,1.000000,595.77,737,5854.00,6018.00,6116.00,6289.00,6502.00,6737.00,6968.00,7118.00,7422.00
541,6539.6832,336.7516,13.1043,1.000000,1.000000,595.51,737,5866.00,6030.00,6129.00,6302.00,6515.00,6750.00,6981.00,7131.00,7437.00
542,6552.9244,337.2749,13.2412,1.000000,1.000000,595.25,737,5876.00,6043.00,6142.00,6315.00,6528.00,6764.00,6995.00,7145.00,7449.00
543,6566.1153,337.7201,13.1909,1.000000,1.000000,594.99,737,5888.00,6055.00,6154.00,6328.00,6542.00,6778.00,7009.00,7159.00,7463.01
544,6579.3104,338.4049,13.1951,1.000000,1.000000,594.73,737,5900.00,6067.00,6167.00,6340.00,6555.00,6791.00,7023.00,7175.00,7479.00
545,6592.5249,338.9112,13.2145,1.000000,1.000000,594.47,737,5911.00,6080.00,6179.00,6354.00,6568.00,6805.00,7037.00,7189.00,7493.00
546,6605.6483,339.4106,13.1233,1.000000,1.000000,594.21,737,5923.00,6092.00,6192.00,6366.00,6581.00,6818.00,7051.00,7202.05,7508.00
547,6618.8549,339.8383,13.2067,1.000000,1.000000,593.95,737,5934.00,6105.00,6204.00,6379.00,6594.00,6832.00,7065.00,7217.00,7521.01
548,6631.9884,340.3127,13.1335,1.000000,1.000000,593.69,737,5946.00,6118.00,6217.00,6392.00,6607.00,6845.00,7079.00,7231.00,7535.00
549,6645.2201,340.7237,13.2317,1.000000,1.000000,593.42,737,5957.00,6131.00,6229.00,6405.00,6620.00,6858.00,7093.00,7246.00,7548.00
550,6658.4011,341.2673,13.1810,1.000000,1.000000,593.16,737,5969.00,6143.00,6242.00,6418.00,6634.00,6872.00,7107.00,7259.00,7564.00
551,6671.5042,341.7957,13.1031,1.000000,1.000000,592.90,737,5981.00,6155.00,6255.00,6431.00,6646.00,6885.00,7121.00,7273.00,7579.00
552,6684.6904,342.1968,13.1862,1.000000,1.000000,592.64,737,5992.00,6168.00,6267.00,6444.00,6660.00,6899.00,7135.00,7287.00,7593.00
553,6697.8663,342.7417,13.1758,1.000000,1.000000,592.38,737,6003.00,6181.00,6280.00,6456.00,6673.00,6912.00,7149.00,7301.00,7608.00
554,6711.0533,343.1762,13.1871,1.000000,1.000000,592.12,737,6015.00,6193.00,6293.00,6469.00,6686.00,6926.00,7163.00,7315.00,7624.00
555,6724.2571,343.5800,13.2038,1.000000,1.000000,591.86,737,6027.00,6206.00,6305.00,6482.00,6699.00,6939.00,7176.00,7329.00,7639.00
556,6737.4690,343.9436,13.2119,1.000000,1.000000,591.60,737,6041.00,6218.00,6318.00,6495.00,6712.00,6953.00,7190.00,7342.00,7652.00
557,6750.4947,344.4033,13.0257,1.000000,1.000000,591.34,737,6052.00,6231.00,6331.00,6508.00,6726.00,6966.00,7203.00,7356.00,7666.00
558,6763.6003,344.8811,13.1056,1.000000,1.000000,591.07,737,6064.00,6243.00,6343.00,6520.00,6738.00,6980.00,7217.00,7370.00,7680.00
559,6776.7927,345.2794,13.1924,1.000000,1.000000,590.81,737,6076.00,6257.00,6356.00,6533.00,6751.00,6993.00,7231.00,7383.00,7694.00
560,6808.8395,324.1719,32.0468,1.000000,1.000000,590.57,737,6221.00,6348.00,6424.00,6572.00,6771.00,7007.00,7245.00,7397.00,7708.00
561,6822.2396,324.6794,13.4000,1.000000,1.000000,590.31,737,6231.99,6360.00,6436.00,6585.00,6784.00,7021.00,7259.00,7411.00,7722.00
562,6835.4222,325.2817,13.1826,1.000000,1.000000,590.05,737,6243.00,6371.00,6449.00,6598.00,6798.00,7035.00,7273.00,7425.00,7735.00
563,6848.8139,325.9834,13.3917,1.000000,1.000000,589.79,737,6254.00,6383.00,6460.00,6611.00,6812.00,7048.00,7287.00,7438.00,7750.00
564,6862.1289,326.6992,13.3150,1.000000,1.000000,589.53,737,6264.00,6394.00,6472.00,6624.00,6826.00,7062.00,7301.00,7453.00,7765.00
565,6875.3597,327.3538,13.2308,1.000000,1.000000,589.27,737,6275.00,6405.00,6484.00,6637.00,6840.00,7076.00,7314.00,7467.00,7779.00
566,6888.7256,327.9168,13.3659,1.000000,1.000000,589.01,737,6286.00,6416.00,6497.00,6650.00,6854.00,7090.00,7328.00,7480.00,7794.00
567,6902.0132,328.5881,13.2877,1.000000,1.000000,588.75,737,6296.00,6428.00,6509.00,6663.00,6867.00,7103.00,7342.00,7494.00,7808.00
568,6915.3751,329.0790,13.3619,1.000000,1.000000,588.49,737,6307.00,6440.00,6521.00,6677.00,6881.00,7117.00,7356.00,7508.00,7821.00
569,6928.6156,329.7374,13.2404,1.000000,1.000000,588.23,737,6318.00,6451.00,6532.00,6689.00,6895.00,7131.00,7370.00,7522.00,7835.00
570,6941.7551,330.5155,13.1395,1.000000,1.000000,587.96,737,6328.00,6462.00,6544.00,6702.00,6908.00,7145.00,7384.00,7535.00,7850.00
571,6955.1702,331.1371,13.4151,1.000000,1.000000,587.70,737,6339.00,6474.00,6556.00,6716.00,6922.00,7159.00,7398.00,7549.00,7863.00
572,6968.5324,331.6929,13.3622,1.000000,1.000000,587.44,737,6350.00,6485.00,6568.00,6729.00,6936.00,7172.00,7411.00,7563.00,7877.00
573,6981.7865,332.2263,13.2541,1.000000,1.000000,587.18,737,6361.00,6497.00,6581.00,6742.00,6949.00,7186.00,7425.00,7577.00,7890.00
574,6995.2423,332.9488,13.4558,1.000000,1.000000,586.92,737,6372.00,6509.00,6593.00,6755.00,6963.00,7200.00,7439.00,7591.00,7904.01
575,7008.6315,333.4630,13.3892,1.000000,1.000000,586.66,737,6382.00,6521.00,6605.00,6769.00,6976.00,7214.00,7452.00,7604.05,7918.00
576,7021.8861,334.0835,13.2546,1.000000,1.000000,586.40,737,6393.00,6532.00,6617.00,6782.00,6990.00,7228.00,7467.00,7618.00,7931.00
577,7035.0978,334.6384,13.2117,1.000000,1.000000,586.13,737,6403.00,6544.00,6630.00,6795.00,7004.00,7242.00,7480.00,7633.00,7945.00
578,7048.3443,335.2243,13.2465,1.000000,1.000000,585.87,737,6414.00,6555.00,6642.00,6808.00,7017.00,7255.00,7494.00,7646.00,7959.00
579,7061.6318,335.8716,13.2875,1.000000,1.000000,585.61,737,6425.00,6567.00,6654.00,6821.00,7030.00,7269.00,7508.00,7660.00,7974.00
580,7074.7472,336.5572,13.1154,1.000000,1.000000,585.35,737,6436.00,6578.00,6666.00,6833.00,7044.00,7283.00,7522.00,7674.00,7987.00
581,7088.0503,337.0889,13.3031,1.000000,1.000000,585.09,737,6446.00,6590.00,6679.00,6847.00,7058.00,7296.00,7536.00,7688.00,8000.00
582,7101.4407,337.7234,13.3904,1.000000,1.000000,584.83,737,6457.00,6601.00,6691.00,6860.00,7071.00,7310.00,7550.00,7702.00,8013.01
583,7114.6566,338.2442,13.2159,1.000000,1.000000,584.57,737,6468.00,6613.00,6703.00,6873.00,7085.00,7324.00,7563.00,7715.00,8029.00
584,7128.0553,338.8446,13.3987,1.000000,1.000000,584.31,737,6479.00,6625.00,6715.00,6886.00,7099.00,7338.00,7578.00,7729.00,8041.00
585,7141.3291,339.2594,13.2739,1.000000,1.000000,584.05,737,6490.00,6637.00,6728.00,6899.00,7112.00,7351.00,7590.00,7743.00,8055.01
586,7154.6595,339.8003,13.3304,1.000000,1.000000,583.79,737,6501.00,6649.00,6741.00,6913.00,7126.00,7365.00,7605.00,7758.00,8069.01
587,7167.9950,340.3585,13.3354,1.000000,1.000000,583.53,737,6512.00,6660.00,6753.00,6925.00,7140.00,7379.00,7619.00,7772.00,8083.01
588,7181.2874,340.9215,13.2924,1.000000,1.000000,583.26,737,6523.00,6673.00,6765.00,6939.00,7153.00,7392.00,7632.00,7785.00,8098.00
589,7194.6465,341.4356,13.3591,1.000000,1.000000,583.00,737,6534.00,6685.00,6778.00,6952.00,7166.00,7406.00,7646.00,7799.00,8112.00
590,7207.9256,341.9676,13.2791,1.000000,1.000000,582.74,737,6545.00,6697.00,6791.00,6965.00,7179.00,7420.00,7660.00,7814.00,8127.00
591,7221.1269,342.5318,13.2013,1.000000,1.000000,582.48,737,6556.00,6708.00,6803.00,6978.00,7193.00,7433.00,7674.00,7827.00,8141.00
592,7234.3675,343.0392,13.2407,1.000000,1.000000,582.22,737,6567.00,6721.00,6816.00,6991.00,7206.00,7447.00,7688.00,7841.00,8155.00
593,7247.6921,343.6915,13.3246,1.000000,1.000000,581.96,737,6577.00,6732.00,6828.00,7004.00,7219.00,7461.00,7701.00,7855.00,8170.00
594,7260.9527,344.1448,13.2606,1.000000,1.000000,581.70,737,6589.00,6745.00,6841.00,7017.00,7233.00,7475.00,7714.00,7869.00,8184.00
595,7274.1737,344.6382,13.2210,1.000000,1.000000,581.44,737,6599.00,6757.00,6854.00,7030.00,7246.00,7489.00,7728.00,7883.00,8198.00
596,7287.3631,345.1703,13.1895,1.000000,1.000000,581.18,737,6610.99,6769.00,6866.00,7043.00,7260.00,7502.00,7742.00,7897.00,8212.00
597,7300.6263,345.5869,13.2632,1.000000,1.000000,580.91,737,6622.00,6781.00,6879.00,7056.00,7273.00,7516.00,7756.00,7910.05,8224.00
598,7313.8028,346.1402,13.1764,1.000000,1.000000,580.65,737,6633.00,6794.00,6891.00,7069.00,7286.00,7530.00,7770.00,7924.00,8237.00
599,7327.0163,346.6544,13.2135,1.000000,1.000000,580.39,737,6644.00,6806.00,6904.00,7082.00,7300.00,7543.00,7783.00,7939.00,8251.00
600,7340.3160,347.1513,13.2997,1.000000,1.000000,580.13,737,6656.00,6818.00,6917.00,7095.00,7313.00,7557.00,7797.00,7953.00,8269.01
601,7353.5104,347.6439,13.1944,1.000000,1.000000,579.87,737,6667.00,6830.00,6930.00,7108.00,7326.00,7571.00,7811.00,7967.00,8283.00
602,7366.7998,348.1893,13.2894,1.000000,1.000000,579.61,737,6677.00,6842.00,6942.00,7121.00,7340.00,7584.00,7825.00,7981.00,8295.00
603,7380.0553,348.7208,13.2555,1.000000,1.000000,579.35,737,6688.00,6854.00,6955.00,7134.00,7353.00,7597.00,7839.00,7996.00,8310.00
604,7393.3291,349.2532,13.2739,1.000000,1.000000,579.09,737,6701.00,6866.00,6967.00,7147.00,7366.00,7611.00,7853.00,8009.00,8326.00
605,7406.5952,349.6502,13.2660,1.000000,1.000000,578.82,737,6712.00,6878.00,6980.00,7160.00,7380.00,7625.00,7867.00,8023.00,8340.00
606,7419.8824,350.1207,13.2872,1.000000,1.000000,578.56,737,6722.00,6891.00,6993.00,7173.00,7394.00,7639.00,7880.00,8037.00,8355.00
607,7433.1037,350.5144,13.2214,1.000000,1.000000,578.30,737,6734.00,6904.00,7005.00,7186.00,7406.00,7652.00,7894.00,8051.00,8369.00
608,7446.4217,350.9935,13.3180,1.000000,1.000000,578.04,737,6747.00,6916.00,7018.00,7198.00,7420.00,7666.00,7908.00,8065.00,8382.00
609,7459.8001,351.4206,13.3783,1.000000,1.000000,577.78,737,6759.00,6929.00,7031.00,7212.00,7434.00,7680.00,7921.00,8079.00,8398.00
610,7472.9561,351.8991,13.1560,1.000000,1.000000,577.52,737,6771.00,6941.00,7043.00,7225.00,7447.00,7693.00,7935.00,8093.00,8412.00
611,7486.1749,352.3805,13.2188,1.000000,1.000000,577.26,737,6782.00,6953.00,7055.00,7238.00,7460.00,7707.00,7949.00,8106.00,8426.00
612,7499.4015,352.8088,13.2266,1.000000,1.000000,576.99,737,6794.00,6965.00,7068.00,7251.00,7474.00,7721.00,7962.00,8120.00,8440.00
613,7512.6436,353.1910,13.2421,1.000000,1.000000,576.73,737,6805.00,6978.00,7081.00,7264.00,7487.00,7734.00,7975.00,8134.00,8454.00
614,7526.0650,353.7476,13.4214,1.000000,1.000000,576.47,737,6816.00,6991.00,7093.00,7276.00,7500.00,7748.00,7990.00,8148.00,8470.00
615,7539.3168,354.2347,13.2517,1.000000,1.000000,576.21,737,6827.00,7003.00,7106.00,7289.00,7514.00,7761.00,8004.00,8162.00,8483.00
616,7552.6044,354.6344,13.2876,1.000000,1.000000,575.95,737,6840.00,7017.00,7119.00,7303.00,7527.00,7775.00,8018.00,8176.00,8495.00
617,7565.9385,355.1213,13.3341,1.000000,1.000000,575.69,737,6852.00,7029.00,7132.00,7315.00,7540.00,7789.00,8032.00,8189.00,8509.00
618,7579.2303,355.4699,13.2918,1.000000,1.000000,575.43,737,6864.00,7042.00,7145.00,7328.00,7554.00,7802.00,8046.00,8203.00,8523.00
619,7592.5618,355.9526,13.3315,1.000000,1.000000,575.16,737,6876.00,7054.00,7158.00,7341.00,7567.00,7816.00,8060.00,8217.00,8536.00
620,7605.9467,356.2901,13.3849,1.000000,1.000000,574.90,737,6887.00,7067.00,7170.00,7354.00,7580.00,7830.00,8074.00,8231.00,8550.00
621,7619.2130,356.6558,13.2662,1.000000,1.000000,574.64,737,6899.00,7079.00,7183.00,7368.00,7593.00,7844.00,8087.00,8245.00,8564.00
622,7632.4459,357.0321,13.2329,1.000000,1.000000,574.38,737,6911.00,7092.00,7197.00,7380.00,7607.00,7857.00,8101.00,8259.00,8579.00
623,7645.8008,357.3549,13.3549,1.000000,1.000000,574.12,737,6923.00,7105.00,7209.00,7394.00,7620.00,7870.00,8115.10,8273.00,8592.00
624,7659.1103,357.9147,13.3094,1.000000,1.000000,573.86,737,6935.00,7117.00,7222.00,7407.00,7634.00,7884.00,8130.00,8287.00,8607.00
625,7672.3445,358.3194,13.2343,1.000000,1.000000,573.60,737,6946.00,7130.00,7235.00,7420.00,7647.00,7898.00,8144.00,8300.00,8621.00
626,7685.5535,358.7510,13.2090,1.000000,1.000000,573.34,737,6958.00,7142.00,7248.00,7432.00,7660.00,7911.00,8157.00,8314.00,8635.00
627,7698.8440,359.0791,13.2905,1.000000,1.000000,573.07,737,6969.00,7155.00,7260.00,7446.00,7673.00,7925.00,8171.00,8327.00,8648.01
628,7712.0925,359.5441,13.2484,1.000000,1.000000,572.81,737,6982.00,7168.00,7273.00,7458.00,7687.00,7938.00,8185.10,8342.00,8663.00
629,7725.4724,359.9025,13.3800,1.000000,1.000000,572.55,737,6993.99,7181.00,7286.00,7471.00,7700.00,7952.00,8199.00,8355.00,8678.00
630,7738.7150,360.3682,13.2426,1.000000,1.000000,572.29,737,7006.00,7193.00,7299.00,7484.00,7713.00,7965.00,8213.00,8369.00,8691.00
631,7752.0094,360.8089,13.2944,1.000000,1.000000,572.03,737,7018.00,7205.00,7311.90,7497.75,7727.00,7979.00,8226.00,8383.00,8705.00
632,7765.2597,361.0229,13.2503,1.000000,1.000000,571.77,737,7031.00,7218.00,7324.00,7511.00,7740.00,7992.00,8241.00,8397.00,8717.00
633,7778.5311,361.4192,13.2714,1.000000,1.000000,571.51,737,7043.00,7231.00,7338.00,7523.00,7753.00,8006.00,8254.00,8411.00,8732.00
634,7791.7743,361.8290,13.2431,1.000000,1.000000,571.25,737,7055.00,7244.00,7350.00,7536.00,7766.00,8019.00,8268.00,8425.00,8747.00
635,7805.0877,362.1948,13.3135,1.000000,1.000000,570.99,737,7068.00,7257.00,7363.00,7549.00,7780.00,8033.00,8282.00,8440.00,8761.00
636,7818.3479,362.4837,13.2601,1.000000,1.000000,570.73,737,7081.00,7270.00,7376.00,7562.00,7793.00,8047.00,8296.00,8453.00,8775.00
637,7831.5760,362.8936,13.2282,1.000000,1.000000,570.47,737,7092.00,7282.00,7389.00,7575.00,7806.00,8060.00,8310.00,8468.00,8790.00
638,7844.8085,363.2611,13.2325,1.000000,1.000000,570.20,737,7106.00,7296.00,7401.00,7588.00,7819.00,8073.00,8323.00,8481.00,8802.00
639,7858.1240,363.6489,13.3155,1.000000,1.000000,569.94,737,7120.00,7309.00,7414.00,7601.00,7832.00,8087.00,8337.00,8494.00,8818.00
640,7884.3515,348.2582,26.2275,1.000000,1.000000,569.70,737,7238.00,7380.00,7465.00,7630.00,7849.00,8101.00,8351.00,8508.00,8831.00
641,7897.7772,348.7029,13.4256,1.000000,1.000000,569.44,737,7249.00,7392.00,7478.00,7644.00,7863.00,8115.00,8365.00,8522.00,8845.00
642,7911.0430,349.2092,13.2658,1.000000,1.000000,569.18,737,7259.00,7403.00,7490.00,7657.00,7876.00,8128.00,8378.00,8536.00,8859.00
643,7924.4559,349.7448,13.4129,1.000000,1.000000,568.92,737,7269.99,7415.00,7502.00,7671.00,7890.00,8142.00,8392.00,8550.00,8873.00
644,7937.8276,350.3050,13.3716,1.000000,1.000000,568.66,737,7280.00,7427.00,7515.00,7684.00,7904.00,8155.00,8405.00,8565.00,8887.00
645,7951.1517,350.8384,13.3241,1.000000,1.000000,568.39,737,7292.00,7438.00,7527.00,7697.00,7917.00,8169.00,8419.00,8579.00,8902.00
646,7964.6005,351.3557,13.4489,1.000000,1.000000,568.13,737,7302.00,7450.00,7539.00,7710.00,7931.00,8182.00,8433.00,8593.00,8915.00
647,7977.9205,351.8569,13.3199,1.000000,1.000000,567.87,737,7313.00,7462.00,7552.00,7724.00,7945.00,8196.00,8446.10,8607.00,8930.00
648,7991.3446,352.3739,13.4242,1.000000,1.000000,567.61,737,7325.00,7474.00,7564.00,7737.00,7959.00,8210.00,8461.00,8620.00,8944.00
649,8004.6305,352.8976,13.2859,1.000000,1.000000,567.35,737,7336.00,7486.00,7577.00,7751.00,7973.00,8224.00,8474.00,8633.00,8957.00
650,8017.9063,353.5399,13.2758,1.000000,1.000000,567.09,737,7345.00,7498.00,7589.00,7764.00,7986.00,8237.00,8487.00,8648.00,8973.00
651,8031.3686,354.0902,13.4623,1.000000,1.000000,566.83,737,7356.00,7509.00,7601.00,7777.00,8000.00,8251.00,8501.00,8662.00,8989.00
652,8044.8169,354.5952,13.4483,1.000000,1.000000,566.57,737,7368.00,7521.00,7613.00,7790.00,8014.00,8265.00,8515.00,8677.00,9002.00
653,8058.1707,355.0744,13.3538,1.000000,1.000000,566.31,737,7378.00,7534.00,7626.00,7803.00,8027.00,8279.00,8529.00,8690.05,9015.00
654,8071.5580,355.6394,13.3873,1.000000,1.000000,566.05,737,7389.00,7546.00,7638.00,7817.00,8041.00,8293.00,8543.00,8704.00,9030.00
655,8084.9946,356.0954,13.4365,1.000000,1.000000,565.79,737,7400.00,7558.00,7651.00,7830.75,8054.00,8306.00,8556.00,8718.00,9044.00
656,8098.3509,356.6351,13.3564,1.000000,1.000000,565.53,737,7412.00,7570.00,7664.00,7844.00,8068.00,8320.00,8570.00,8732.00,9057.00
657,8111.6550,357.1182,13.3041,1.000000,1.000000,565.27,737,7423.00,7582.00,7676.90,7857.00,8081.00,8334.00,8583.00,8746.00,9072.01
658,8124.9852,357.5447,13.3302,1.000000,1.000000,565.01,737,7434.00,7594.00,7689.00,7870.00,8095.00,8348.00,8597.00,8759.00,9086.01
659,8138.2966,358.0618,13.3114,1.000000,1.000000,564.74,737,7445.00,7606.00,7702.00,7883.00,8108.00,8362.00,8611.00,8773.00,9100.00
660,8151.5359,358.5746,13.2394,1.000000,1.000000,564.48,737,7455.00,7617.00,7714.00,7896.00,8121.00,8376.00,8625.00,8787.00,9114.00
661,8164.7677,359.0390,13.2317,1.000000,1.000000,564.22,737,7466.00,7630.00,7727.00,7909.00,8135.00,8389.00,8639.00,8801.00,9128.00
662,8178.1877,359.5963,13.4200,1.000000,1.000000,563.96,737,7478.00,7642.00,7740.00,7922.00,8148.00,8402.00,8653.00,8815.00,9143.00
663,8191.4974,360.0291,13.3097,1.000000,1.000000,563.70,737,7488.99,7654.00,7752.00,7935.00,8162.00,8416.00,8667.00,8829.00,9158.00
664,8204.9970,360.5628,13.4996,1.000000,1.000000,563.44,737,7500.00,7666.00,7764.00,7948.00,8176.00,8430.00,8681.00,8844.00,9174.00
665,8218.2515,360.9920,13.2545,1.000000,1.000000,563.18,737,7511.00,7678.00,7777.00,7962.00,8189.00,8444.00,8695.00,8857.00,9187.00
666,8231.6353,361.4618,13.3838,1.000000,1.000000,562.92,737,7522.00,7690.00,7790.00,7975.00,8203.00,8457.00,8709.00,8872.00,9202.00
667,8245.0322,361.8823,13.3968,1.000000,1.000000,562.66,737,7534.00,7702.00,7803.00,7989.00,8216.00,8471.00,8723.00,8886.00,9218.00
668,8258.4495,362.3894,13.4174,1.000000,1.000000,562.40,737,7546.00,7715.00,7815.00,8002.00,8230.00,8485.00,8736.00,8900.00,9232.00
669,8271.8054,362.8500,13.3559,1.000000,1.000000,562.13,737,7557.00,7727.00,7828.00,8015.00,8243.00,8498.00,8750.00,8914.00,9246.00
670,8285.2112,363.2657,13.4058,1.000000,1.000000,561.87,737,7569.00,7740.00,7841.00,8028.00,8257.00,8512.00,8764.00,8928.00,9259.00
671,8298.5729,363.7258,13.3617,1.000000,1.000000,561.61,737,7581.00,7752.00,7853.90,8041.00,8270.00,8526.00,8778.00,8942.00,9273.00
672,8311.8085,364.1463,13.2356,1.000000,1.000000,561.35,737,7592.00,7764.00,7866.00,8054.00,8283.00,8540.00,8791.00,8956.00,9287.00
673,8325.1869,364.6494,13.3783,1.000000,1.000000,561.09,737,7603.00,7777.00,7879.00,8067.00,8297.00,8553.00,8805.00,8970.00,9301.00
674,8338.5299,365.0542,13.3430,1.000000,1.000000,560.83,737,7615.00,7789.00,7892.00,8081.00,8310.00,8567.00,8818.00,8984.00,9316.00
675,8351.7573,365.4325,13.2274,1.000000,1.000000,560.57,737,7628.00,7802.00,7904.90,8094.00,8324.00,8580.00,8832.00,8997.05,9331.00
676,8365.1015,365.9464,13.3442,1.000000,1.000000,560.31,737,7639.00,7813.00,7917.00,8107.00,8337.00,8594.00,8846.00,9012.00,9343.00
677,8378.4470,366.3902,13.3455,1.000000,1.000000,560.05,737,7650.00,7826.00,7930.00,8120.00,8350.00,8608.00,8860.00,9026.00,9357.00
678,8391.7708,366.8429,13.3238,1.000000,1.000000,559.78,737,7661.00,7839.00,7943.00,8133.00,8364.00,8621.00,8874.00,9039.00,9371.00
679,8405.0641,367.3583,13.2933,1.000000,1.000000,559.52,737,7673.00,7851.00,7956.00,8146.00,8377.00,8635.00,8888.00,9053.00,9385.00
680,8418.4535,367.7869,13.3894,1.000000,1.000000,559.26,737,7685.00,7863.00,7969.00,8158.00,8390.00,8648.00,8902.00,9068.00,9399.00
681,8431.7572,368.1977,13.3037,1.000000,1.000000,559.00,737,7698.00,7876.00,7981.00,8172.00,8404.00,8662.00,8916.00,9082.00,9414.00
682,8445.1373,368.7002,13.3801,1.000000,1.000000,558.74,737,7709.00,7888.00,7994.00,8185.00,8417.00,8675.00,8930.00,9095.00,9426.00
683,8458.5423,369.1813,13.4050,1.000000,1.000000,558.48,737,7720.00,7900.00,8007.00,8198.00,8431.00,8689.00,8944.00,9109.00,9441.00
684,8471.9640,369.7005,13.4218,1.000000,1.000000,558.22,737,7732.00,7913.00,8020.00,8211.00,8444.00,8703.00,8958.00,9124.00,9457.00
685,8485.2918,370.0656,13.3277,1.000000,1.000000,557.96,737,7744.00,7926.00,8033.00,8224.00,8458.00,8716.00,8972.00,9137.00,9470.00
686,8498.7358,370.4803,13.4440,1.000000,1.000000,557.70,737,7755.00,7939.00,8046.00,8237.00,8471.00,8730.00,8985.00,9151.00,9484.00
687,8512.0603,370.7414,13.3246,1.000000,1.000000,557.44,737,7767.00,7951.00,8059.00,8251.00,8485.00,8743.00,9000.00,9166.00,9497.00
688,8525.3214,371.0665,13.2610,1.000000,1.000000,557.18,737,7779.00,7964.00,8072.00,8264.00,8498.00,8757.00,9013.00,9179.00,9510.00
689,8538.6949,371.4714,13.3736,1.000000,1.000000,556.92,737,7792.00,7976.00,8084.00,8277.00,8512.00,8771.00,9027.00,9193.00,9525.00
690,8551.9519,371.8655,13.2570,1.000000,1.000000,556.66,737,7804.00,7988.00,8097.00,8290.00,8525.00,8784.00,9040.00,9207.00,9538.00
691,8565.3058,372.2734,13.3539,1.000000,1.000000,556.40,737,7816.00,8001.00,8110.00,8303.00,8539.00,8798.00,9054.00,9221.00,9553.00
692,8578.6316,372.6358,13.3258,1.000000,1.000000,556.14,737,7828.00,8013.00,8123.00,8316.00,8552.00,8812.00,9068.00,9235.00,9566.00
693,8591.9361,372.9835,13.3044,1.000000,1.000000,555.87,737,7839.00,8027.00,8136.00,8330.00,8565.00,8825.00,9082.00,9248.00,9581.00
694,8605.3906,373.4335,13.4545,1.000000,1.000000,555.61,737,7850.99,8040.00,8149.00,8343.00,8578.00,8839.00,9096.00,9261.00,9594.00
695,8618.7273,373.8254,13.3368,1.000000,1.000000,555.35,737,7862.00,8052.00,8162.00,8356.00,8592.00,8853.00,9110.00,9274.00,9609.00
696,8632.1222,374.2218,13.3948,1.000000,1.000000,555.09,737,7876.00,8065.00,8175.00,8368.00,8605.00,8866.00,9125.00,9288.00,9623.01
697,8645.5520,374.5164,13.4298,1.000000,1.000000,554.83,737,7888.00,8077.00,8188.00,8382.00,8618.00,8880.00,9138.00,9302.00,9637.00
698,8658.8819,374.8355,13.3300,1.000000,1.000000,554.57,737,7900.00,8091.00,8201.00,8395.00,8632.00,8894.00,9151.00,9317.00,9652.00
699,8672.2243,375.2525,13.3423,1.000000,1.000000,554.31,737,7912.00,8104.00,8214.00,8408.00,8645.00,8908.00,9166.00,9331.00,9665.00
700,8685.6393,375.5998,13.4150,1.000000,1.000000,554.05,737,7924.00,8116.00,8226.00,8421.00,8659.00,8921.00,9180.00,9345.00,9679.00
701,8698.9582,375.8753,13.3189,1.000000,1.000000,553.79,737,7937.00,8129.00,8239.00,8435.00,8672.00,8934.00,9193.00,9358.00,9692.01
702,8712.2788,376.2493,13.3205,1.000000,1.000000,553.53,737,7950.00,8142.00,8253.00,8448.00,8686.00,8948.00,9207.00,9372.00,9706.01
703,8725.6180,376.5366,13.3393,1.000000,1.000000,553.27,737,7962.00,8155.00,8266.00,8461.00,8699.00,8962.00,9221.00,9386.00,9722.00
704,8738.9981,376.9261,13.3801,1.000000,1.000000,553.00,737,7975.00,8167.00,8278.00,8474.00,8712.00,8976.00,9235.00,9400.00,9736.00
705,8752.3888,377.3350,13.3907,1.000000,1.000000,552.74,737,7988.00,8180.00,8291.00,8487.00,8725.00,8989.00,9248.00,9415.00,9750.00
706,8765.5956,377.6724,13.2068,1.000000,1.000000,552.48,737,7999.00,8193.00,8304.00,8500.00,8739.00,9003.00,9262.00,9427.00,9764.00
707,8778.9812,377.9392,13.3855,1.000000,1.000000,552.22,737,8012.00,8206.00,8317.00,8513.00,8752.00,9016.00,9276.00,9441.00,9778.00
708,8792.2559,378.3527,13.2747,1.000000,1.000000,551.96,737,8024.00,8219.00,8330.00,8526.00,8765.00,9030.00,9290.00,9455.00,9792.00
709,8805.6555,378.5754,13.3997,1.000000,1.000000,551.70,737,8038.00,8231.95,8343.00,8539.00,8779.00,9044.00,9303.00,9467.00,9805.00
710,8819.0087,379.0173,13.3532,1.000000,1.000000,551.44,737,8049.00,8245.00,8356.00,8552.00,8793.00,9057.00,9317.00,9481.00,9819.01
711,8832.3810,379.3994,13.3723,1.000000,1.000000,551.18,737,8062.00,8258.00,8369.00,8565.00,8805.00,9071.00,9331.00,9496.00,9834.00
712,8845.6326,379.5987,13.2516,1.000000,1.000000,550.92,737,8074.00,8271.00,8381.00,8578.00,8819.00,9085.00,9344.00,9509.00,9846.00
713,8859.0320,379.9260,13.3994,1.000000,1.000000,550.66,737,8088.00,8283.00,8394.00,8591.00,8833.00,9098.00,9359.00,9522.00,9860.00
714,8872.3109,380.1965,13.2789,1.000000,1.000000,550.40,737,8101.00,8297.00,8407.00,8604.00,8846.00,9112.00,9372.00,9536.00,9874.00
715,8885.7900,380.5290,13.4791,1.000000,1.000000,550.14,737,8114.00,8310.00,8420.00,8617.00,8860.00,9125.00,9386.00,9550.05,9889.00
